No., Glass No., Data Source, Year, Data Source Number, SiO2, Al2O3, MgO, CaO, Na2O, SO3, Viscocity at 1000C ( dPa.s )
724, GP03-350702, Japanese Patent    Nippon Electric Glass (J), 2012, A254933, 68.71, 6.81, , , 2.8, , 1258930.0
725, GP03-350705, Japanese Patent    Nippon Electric Glass (J), 2012, A254933, 70.42, 6.0, , , 2.77, , 1584890.0
726, GP20-350951, US Patent    Hoya Corp. (J), 2012, A0238433, , , , , 3.0, , 39.8107
727, GP20-350954, US Patent    Hoya Corp. (J), 2012, A0238433, , , , , 2.78, , 100.0
728, GP02-351439, US Patent    Nippon Electric Glass (J), 2013, A8349454, 67.85, 8.47, 5.94, , 8.54, , 100000.0
729, GP02-351441, US Patent    Nippon Electric Glass (J), 2013, A8349454, 67.07, 8.49, 5.95, , 8.56, , 79432.8
730, GP03-352334, US Patent    Others, 2013, A0255779, 63.35, 11.4, 6.14, 5.54, , , 4244242.0
731, GP03-352339, US Patent    Others, 2013, A0255779, 62.97, 9.66, 2.75, 3.05, , , 1100000.0
732, GP02-352356, US Patent    AGC (J), 2013, A0267402, 77.38, 6.11, 3.31, , 9.22, , 631000.0
733, GP02-352359, US Patent    AGC (J), 2013, A0267402, 73.78, 7.74, 7.6, , 1.05, , 3981000.0
734, GJ02-352514, Glass Technology, 2012, v. 053  p. 0235, 60.5, 2.5, , 16.0, 18.0, , 10000.0
735, GJ02-352515, Glass Technology, 2012, v. 053  p. 0235, 60.5, 2.5, 8.0, 8.0, 18.0, , 10000.0
736, GJ02-352516, Glass Technology, 2012, v. 053  p. 0235, 63.0, 2.5, 6.0, 3.5, 16.0, , 10000.0
737, GJ02-352517, Glass Technology, 2012, v. 053  p. 0235, 63.0, 2.5, 6.0, 3.5, 14.0, , 10000.0
738, GJ20-352882, J. Non-Crystalline Solids, 2014, v. 385  p. 0009, , , , 50.0, , , 25.1189
739, GJ20-352884, J. Non-Crystalline Solids, 2014, v. 385  p. 0009, , , 50.0, , , , 177.828
740, GP06-353491, Japanese Patent    Corning Inc. (US), 2013, A502371, 63.95, 13.99, 2.02, 0.05, 11.39, , 4720000.0
741, GP03-354096, European Patent    Corning Inc. (US), 2014, A2742010, 61.0, 11.4, 4.7, 5.6, , , 893000.0
742, GP03-354097, European Patent    Corning Inc. (US), 2014, A2742010, 61.88, 10.78, 4.39, 5.49, , , 808000.0
743, GJ02-355263, J. Non-Crystalline Solids, 2014, v. 406  p. 0054, 71.78, 2.63, , , , , 758578.0
744, GJ02-355264, J. Non-Crystalline Solids, 2014, v. 406  p. 0054, 71.06, 2.6, , , , , 724436.0
745, GJ02-355265, J. Non-Crystalline Solids, 2014, v. 406  p. 0054, 69.63, 2.55, , , , , 676083.0
746, GJ02-355266, J. Non-Crystalline Solids, 2014, v. 406  p. 0054, 68.19, 2.5, , , , , 630957.0
747, GJ20-355605, J. Non-Crystalline Solids, 2015, v. 408  p. 0076, , , 23.92, 16.22, 20.02, , 1.77828
748, GJ20-355606, J. Non-Crystalline Solids, 2015, v. 408  p. 0076, , , 23.82, 16.32, 14.71, , 5.01187
749, GJ20-355607, J. Non-Crystalline Solids, 2015, v. 408  p. 0076, , , 23.62, 16.22, 10.71, , 12.5893
750, GJ20-355608, J. Non-Crystalline Solids, 2015, v. 408  p. 0076, , , 24.0, 16.4, 5.6, , 28.8403
751, GJ20-355609, J. Non-Crystalline Solids, 2015, v. 408  p. 0076, , , 23.5, 16.3, 16.3, , 1.99526
752, GJ20-355610, J. Non-Crystalline Solids, 2015, v. 408  p. 0076, , , 23.7, 16.4, 10.4, , 6.30957
753, GJ20-355611, J. Non-Crystalline Solids, 2015, v. 408  p. 0076, , , 24.1, 16.5, 5.0, , 17.7828
754, GJ20-355612, J. Non-Crystalline Solids, 2015, v. 408  p. 0076, , , 24.4, 16.4, , , 63.0957
755, GP03-356358, Japanese Patent    Nippon Electric Glass (J), 2014, A094858, 65.91, 4.97, 3.36, 2.67, 4.95, 0.03, 158489.0
756, GP03-356359, Japanese Patent    Nippon Electric Glass (J), 2014, A094858, 65.95, 4.97, 3.36, 2.67, 4.95, 0.03, 158489.0
757, GP03-356362, Japanese Patent    Nippon Electric Glass (J), 2014, A094858, 66.0, 4.97, 3.36, 2.67, 4.95, 0.00891, 158489.0
758, GP02-356429, Japanese Patent    Nippon Electric Glass (J), 2014, A097928, 59.19, 12.53, 1.67, 2.4, 17.35, , 125893.0
759, GP03-356527, Japanese Patent    Nippon Electric Glass (J), 2014, A111539, 57.21, 4.01, , 8.46, , , 15848.9
760, GP03-356529, Japanese Patent    Nippon Electric Glass (J), 2014, A111539, 57.07, 1.29, , 9.56, , , 12589.3
761, GP06-356761, US Patent    Others, 2014, A0150867, 67.87, 10.83, 3.61, 1.9, 14.79, , 552000.0
762, GP02-357224, US Patent    Corning Inc. (US), 2014, A0323286, 75.11, 4.76, 4.36, 3.75, 1.77, , 2163000.0
763, GP06-357456, European Patent    Corning Inc. (US), 2012, A2456727, 66.93, 10.82, 3.61, 1.9, 14.74, , 817000.0
764, GP02-357694, US Patent    Nippon Electric Glass (J), 2012, A8168295, 59.19, 12.53, 1.67, 2.4, 17.35, , 125893.0
765, GJ02-359054, J. Non-Crystalline Solids, 2015, v. 425  p. 0028, 46.82, 3.19, 2.43, 6.61, 12.92, 0.48, 1.0E9
766, GJ02-359055, J. Non-Crystalline Solids, 2015, v. 425  p. 0028, 50.46, 3.27, 4.62, 7.33, 6.05, 0.71, 3.16228E20
767, GP03-359673, Japanese Patent    Nippon Electric Glass (J), 2015, A027927, 56.17, 1.95, , 8.35, , , 25118.9
768, GP03-359679, Japanese Patent    Nippon Electric Glass (J), 2015, A027927, 53.0, 3.9, 5.93, , , , 15848.9
769, GP03-359680, Japanese Patent    Nippon Electric Glass (J), 2015, A027927, 53.06, 3.91, , 8.39, , , 15848.9
770, GP02-359821, Japanese Patent    Nippon Electric Glass (J), 2015, A034123, 67.37, 12.74, 2.44, , 13.97, , 3981070.0
771, GP02-359834, Japanese Patent    Nippon Electric Glass (J), 2015, A038021, 63.53, 10.82, 6.41, , 15.73, , 398107.0
772, GP02-359835, Japanese Patent    Nippon Electric Glass (J), 2015, A038021, 64.9, 11.0, 6.0, , 14.0, , 501187.0
773, GP02-359836, Japanese Patent    Nippon Electric Glass (J), 2015, A038021, 64.9, 13.0, 3.0, 3.0, 14.0, , 630957.0
774, GP02-359837, Japanese Patent    Nippon Electric Glass (J), 2015, A038021, 64.9, 9.0, 3.0, , 16.0, , 79432.8
775, GP06-359897, Japanese Patent    Nippon Electric Glass (J), 2015, A042607, 66.13, 13.33, 3.21, , 17.23, , 3981070.0
776, GP06-359898, Japanese Patent    Nippon Electric Glass (J), 2015, A042607, 66.27, 13.01, 3.5, , 17.12, , 1584890.0
777, GP06-359899, Japanese Patent    Nippon Electric Glass (J), 2015, A042607, 66.17, 13.01, 3.8, , 16.92, , 1995260.0
778, GP02-359952, Japanese Patent    Nippon Electric Glass (J), 2015, A044743, 59.19, 12.53, 1.67, 2.4, 17.35, , 125893.0
779, GP02-359994, Japanese Patent    Nippon Electric Glass (J), 2015, A051882, 67.6, 8.5, 6.0, , 8.5, , 100000.0
780, GP02-359996, Japanese Patent    Nippon Electric Glass (J), 2015, A051882, 66.9, 8.5, 6.0, , 8.5, , 79432.8
781, GP02-360000, Japanese Patent    Nippon Electric Glass (J), 2015, A051882, 73.9, 8.7, , , 4.3, , 158489.0
782, GP02-360028, Japanese Patent    Nippon Electric Glass (J), 2015, A054790, 68.4, 11.5, 1.7, , 15.4, , 501187.0
783, GP02-360029, Japanese Patent    Nippon Electric Glass (J), 2015, A054790, 66.1, 11.8, 4.0, , 15.3, , 1000000.0
784, GP02-360101, Japanese Patent    Nippon Electric Glass (J), 2015, A061808, 64.87, 11.61, 0.8, , 13.51, , 316228.0
785, GP02-360385, Japanese Patent    Nippon Electric Glass (J), 2015, A091739, 67.37, 12.74, 2.44, , 13.97, , 3981070.0
786, GP05-360469, Japanese Patent    Nippon Electric Glass (J), 2015, A098430, 77.7, 4.43, , 0.57, 6.16, , 251189.0
787, GP02-360715, US Patent    Corning Inc. (US), 2015, A8951927, 66.96, 12.63, 2.47, 0.04, 13.84, , 2569000.0
788, GP02-360716, US Patent    Corning Inc. (US), 2015, A8951927, 67.11, 12.57, 2.42, 0.04, 13.64, , 1896000.0
789, GP02-360978, US Patent    Nippon Electric Glass (J), 2015, A9034469, 59.19, 12.53, 1.67, 2.4, 17.35, , 125893.0
790, GP02-361021, US Patent    Nippon Electric Glass (J), 2015, A0004390, 64.38, 11.94, 4.69, 1.16, 15.76, , 630957.0
791, GP02-361037, US Patent    Nippon Electric Glass (J), 2015, A0004390, 64.65, 13.54, 3.26, , 17.39, , 1258930.0
792, FJ06-371850, American Mineralogist, 2009, v. 094  p. 0001, 84.42, 7.91, , , 4.79, , 1.0E10
793, GJ05-373697, J. Non-Crystalline Solids, 2017, v. 478  p. 0029, 65.26, , , , 13.76, , 125893.0
794, GP01-375415, US Patent    Corning Inc. (US), 2016, A0304392, 95.72, , , , , , 12.13
795, GJ06-378011, Glass Physics & Chemistry, 2017, v. 043  p. 0347, *, *, *, *, , , 1000000.0
796, XJ06-378012, Glass Physics & Chemistry, 2017, v. 043  p. 0347, *, *, *, *, , , 1000000.0
797, GJ20-379342, J. Non-Crystalline Solids, 2018, v. 498  p. 0461, , , , , 50.0, , 0.630957
798, GJ20-379345, J. Non-Crystalline Solids, 2018, v. 498  p. 0461, , , 50.0, , , , 199.526
799, GJ20-379346, J. Non-Crystalline Solids, 2018, v. 498  p. 0461, , , , 50.0, , , 6.30957
800, GJ20-379349, J. Non-Crystalline Solids, 2018, v. 498  p. 0461, , , , , 25.0, , 6.30957
801, GJ06-381535, Contrib. Mineral. Petrol., 2008, v. 155  p. 0689, 74.02, 13.2, 0.07, 0.05, 0.06, , 112.6
802, GJ06-381536, Contrib. Mineral. Petrol., 2008, v. 155  p. 0689, 74.88, 12.12, , , 0.03, , 6.30957E7
803, GJ06-381537, Contrib. Mineral. Petrol., 2008, v. 155  p. 0689, 75.98, 12.24, , 0.02, 1.1, , 5.01187E11
804, GJ03-381549, Ceramics - Silikaty, 2011, v. 055  p. 0054, 69.04, 0.4, 6.49, 6.49, 6.74, , 100000.0
805, GJ03-381550, Ceramics - Silikaty, 2011, v. 055  p. 0054, 69.04, 0.4, 6.49, 6.49, 4.5, , 177828.0
806, GJ03-381551, Ceramics - Silikaty, 2011, v. 055  p. 0054, 69.04, 0.4, 6.49, 6.49, 2.25, , 501187.0
807, GJ06-382600, Glass & Ceramics, 2018, v. 075  p. 0424, *, *, *, *, *, *, 15848.9
808, GJ06-382601, Glass & Ceramics, 2018, v. 075  p. 0424, *, *, *, *, *, *, 35481.3
809, GJ06-382602, Glass & Ceramics, 2018, v. 075  p. 0424, *, *, *, *, *, *, 50118.7
810, GP02-383392, US Patent    Corning Inc. (US), 2017, A9701573, 70.97, 4.03, , , 1.52, , 5000.0
811, GJ02-387135, J. Non-Crystalline Solids, 2019, v. 505  p. 0170, 68.8, 8.34, , 8.83, 14.03, , 101000.0
812, GJ02-387137, J. Non-Crystalline Solids, 2019, v. 505  p. 0170, 66.0, 8.46, , 11.62, 13.92, , 50000.0
813, GJ03-387138, J. Non-Crystalline Solids, 2019, v. 505  p. 0170, 66.2, 5.1, , 15.12, 13.58, , 20000.0
814, GJ03-387140, J. Non-Crystalline Solids, 2019, v. 505  p. 0170, 64.34, 7.01, , 15.2, 13.45, , 23000.0
815, GJ02-387143, J. Non-Crystalline Solids, 2019, v. 505  p. 0170, 64.7, 6.64, , 13.08, 15.58, , 21000.0
816, GJ02-387144, J. Non-Crystalline Solids, 2019, v. 505  p. 0170, 69.19, 5.42, , 11.75, 13.64, , 40000.0
817, GJ02-387145, J. Non-Crystalline Solids, 2019, v. 505  p. 0170, 71.12, 7.35, , 7.89, 13.64, , 100000.0
818, GJ03-387146, J. Non-Crystalline Solids, 2019, v. 505  p. 0170, 70.21, 7.25, , 11.94, 10.6, , 105000.0
819, GJ02-387148, J. Non-Crystalline Solids, 2019, v. 505  p. 0215, 49.86, 7.49, 2.08, 4.93, 18.55, , 112.202
820, GJ02-387149, J. Non-Crystalline Solids, 2019, v. 505  p. 0215, 35.97, 19.49, , 0.9, 14.24, 0.19, 501.187
821, GJ02-387150, J. Non-Crystalline Solids, 2019, v. 505  p. 0215, 35.21, 18.74, , 0.91, 17.61, 0.23, 251.189
822, GJ02-390603, J. Non-Crystalline Solids, 2019, v. 517  p. 0017, 30.25, 20.86, 0.19, 0.44, 12.67, 0.21, 386.0
823, GJ06-390604, J. Non-Crystalline Solids, 2019, v. 517  p. 0017, 29.0, 23.9, 0.02, 0.26, 8.69, 0.008132, 503.0
824, GJ06-390605, J. Non-Crystalline Solids, 2019, v. 517  p. 0017, 26.7, 24.54, 0.02, 1.67, 8.69, 0.008664, 373.0
825, GJ01-392828, J. American Ceramic Soc., 2017, v. 100  p. 1982, 95.0, , , , , , 7.0E11
826, GJ06-393774, J. Non-Crystalline Solids, 2019, a. 119635, 48.65, 26.28, , , 6.19, , 2.51189E10
827, GJ06-393781, J. Non-Crystalline Solids, 2019, a. 119635, 65.6, 17.76, , , 0.08, , 1.47911E12
828, GJ03-393987, J. American Ceramic Soc., 2018, v. 101  p. 0005, 56.25, 0.62, 11.2, 14.49, 2.97, , 63095.7
829, GJ02-397196, J. American Ceramic Soc., 2018, v. 101  p. 1880, 47.66, 3.78, 2.37, 7.21, 13.97, 0.52, 100.0
830, GJ02-397197, J. American Ceramic Soc., 2018, v. 101  p. 1880, 51.05, 3.73, 4.57, 7.79, 5.8, 0.67, 150.0
831, FJ08-397692, J. American Ceramic Soc., 2019, v. 102  p. 6575, 33.18, 2.02, 6.04, 11.58, 16.83, , 2.5
832, FJ03-397696, J. American Ceramic Soc., 2019, v. 102  p. 6575, 31.0, 1.23, 4.59, 26.09, 16.57, , 6.0
833, FJ03-397699, J. American Ceramic Soc., 2019, v. 102  p. 6575, 30.46, 1.3, 4.91, 25.58, 13.85, , 2.0
834, FJ05-399330, J. American Ceramic Soc., 2020, v. 103  p. 2453, 60.16, 2.42, , 5.7, 6.99, , 743.4
